Voltage,Capacitance,ESR(est.) 20°C@10kHz,ESR(est.) 20°C@100kHz,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,ESR(est.) 20°C@120Hz,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,Status,VC,Vibration resistant,Weight (g)
50,27,,,0.47,5,11,-40,105,0.1,4.912,7000,1.5,14,6000,UHW1H270MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,450,,,,EOL,1350,Normal,0.44
50,56,0.468,0.379,0.2,6.3,11,-40,105,0.1,2.368,7000,0.66,28,4000,UHW1H560MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,700,630,280,526.4,EOL,2800,Normal,0.59
50,100,0.262,0.212,0.1,8,11.5,-40,105,0.1,1.326,9000,0.36,50,3000,UHW1H101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1200,1080,480,902.4,MP,5000,Normal,1.19
50,120,0.218,0.177,0.1,8,11.5,-40,105,0.1,1.105,9000,0.36,60,3000,UHW1H121MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1200,1080,480,902.4,MP,6000,Normal,1.19
50,150,0.175,0.141,0.054,8,15,-40,105,0.1,0.884,10000,0.17,75,2000,UHW1H151MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1600,1440,640,1203.2,MP,7500,Normal,1.36
50,180,0.146,0.118,0.048,10,12.5,-40,105,0.1,0.737,10000,0.15,90,2000,UHW1H181MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1700,1530,680,1278.4,MP,9000,Normal,1.49
50,220,0.171,0.151,0.048,10,12.5,-40,105,0.1,0.603,10000,0.15,110,2000,UHW1H221MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1700,1598,850,1445,MP,11000,Normal,1.49
50,220,0.171,0.151,0.042,10,16,-40,105,0.1,0.603,10000,0.126,110,1800,UHW1H221MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1650,1551,825,1402.5,MP,11000,Normal,1.77
50,270,0.139,0.123,0.038,8,20,-40,105,0.1,0.491,10000,0.12,135,2000,UHW1H271MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1960,1842.4,980,1666,MP,13500,Normal,1.66
50,270,0.139,0.123,0.03,10,20,-40,105,0.1,0.491,10000,0.09,135,1400,UHW1H271MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2060,1936.4,1030,1751,MP,13500,Normal,2.34
50,330,0.114,0.1,0.03,10,20,-40,105,0.1,0.402,10000,0.09,165,1400,UHW1H331MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2060,1936.4,1030,1751,MP,16500,Normal,2.34
50,390,0.096,0.085,0.03,10,20,-40,105,0.1,0.34,10000,0.09,195,1400,UHW1H391MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2060,1936.4,1030,1751,MP,19500,Normal,2.34
50,390,0.096,0.085,0.028,10,25,-40,105,0.1,0.34,10000,0.084,195,1200,UHW1H391MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2420,2274.8,1210,2057,MP,19500,Normal,3.07
50,470,0.08,0.071,0.028,10,25,-40,105,0.1,0.282,10000,0.084,235,1200,UHW1H471MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2420,2274.8,1210,2057,MP,23500,Normal,3.07
50,470,0.08,0.071,0.027,12.5,20,-40,105,0.1,0.282,10000,0.081,235,1000,UHW1H471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2300,2162,1150,1955,MP,23500,Normal,3.43
50,560,0.067,0.059,0.027,12.5,20,-40,105,0.1,0.237,10000,0.081,280,1000,UHW1H561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2300,2162,1150,1955,MP,28000,Normal,3.43
50,680,0.078,0.07,0.023,12.5,25,-40,105,0.1,0.195,10000,0.069,340,800,UHW1H681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2800,2649.1,1676.65,2431.14,MP,34000,Normal,4.56
50,820,0.065,0.058,0.023,12.5,25,-40,105,0.1,0.162,10000,0.069,410,800,UHW1H821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2800,2649.1,1676.65,2431.14,MP,41000,Normal,4.56
50,820,0.065,0.058,0.023,16,20,-40,105,0.1,0.162,10000,0.069,410,600,UHW1H821MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3070,2904.55,1838.32,2665.57,MP,41000,Normal,6.6
50,1000,0.064,0.057,0.02,12.5,30.5,-40,105,0.1,0.159,10000,0.06,500,600,UHW1H102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3500,3311.38,2095.81,3038.92,MP,50000,Normal,6.01
50,1000,0.064,0.057,0.021,16,25,-40,105,0.1,0.159,10000,0.063,500,400,UHW1H102MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3270,3093.77,1958.08,2839.22,MP,50000,Normal,8.2
50,1200,0.053,0.048,0.021,16,25,-40,105,0.1,0.133,10000,0.063,600,400,UHW1H122MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3270,3093.77,1958.08,2839.22,MP,60000,Normal,8.2
50,1500,0.043,0.038,0.019,12.5,35.5,-40,105,0.1,0.106,10000,0.057,750,500,UHW1H152MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3810,3604.67,2281.44,3308.08,MP,75000,Normal,7.06
50,1500,0.043,0.038,0.021,16,25,-40,105,0.1,0.106,10000,0.063,750,400,UHW1H152MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3270,3093.77,1958.08,2839.22,MP,75000,Normal,8.2
50,1800,0.035,0.032,0.019,16,30.5,-40,105,0.1,0.088,10000,0.057,900,300,UHW1H182MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3430,3245.15,2053.89,2978.14,MP,90000,Normal,9.6
50,2200,0.06,0.055,0.019,16,30.5,-40,105,0.12,0.096,10000,0.057,1100,300,UHW1H222MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3430,3275.26,2578.95,3094.74,MP,110000,Normal,9.6
50,2700,0.049,0.044,0.018,16,35.5,-40,105,0.12,0.079,10000,0.054,1350,300,UHW1H272MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3600,3437.59,2706.77,3248.12,MP,135000,Normal,11.8
63,18,,,1.2,5,11,-40,105,0.09,6.631,8000,5.4,11,6000,UHW1J180MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,310,,,,EOL,1134,Normal,0.44
63,39,,,0.46,6.3,11,-40,105,0.09,3.061,8000,2.1,25,4000,UHW1J390MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,500,,,,EOL,2457,Normal,0.59
63,47,0.502,0.406,0.46,6.3,11,-40,105,0.09,2.54,8000,2.1,30,4000,UHW1J470MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,500,450,200,376,EOL,2961,Normal,0.59
63,68,0.347,0.281,0.29,8,11.5,-40,105,0.09,1.755,10000,1.3,43,3000,UHW1J680MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,950,855,380,714.4,MP,4284,Normal,1.19
63,82,0.288,0.233,0.29,8,11.5,-40,105,0.09,1.456,10000,1.3,52,3000,UHW1J820MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,950,855,380,714.4,MP,5166,Normal,1.19
63,100,0.236,0.191,0.2,8,15,-40,105,0.09,1.194,11000,0.9,63,2000,UHW1J101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1230,1107,492,924.96,MP,6300,Normal,1.36
63,120,0.196,0.159,0.2,8,15,-40,105,0.09,0.995,11000,0.9,76,2000,UHW1J121MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1230,1107,492,924.96,MP,7560,Normal,1.36
63,120,0.196,0.159,0.17,10,12.5,-40,105,0.09,0.995,12000,0.66,76,2000,UHW1J121MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1280,1152,512,962.56,MP,7560,Normal,1.49
63,150,0.157,0.127,0.16,8,20,-40,105,0.09,0.796,11000,0.66,95,2000,UHW1J151MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1580,1422,632,1188.16,MP,9450,Normal,1.66
63,150,0.157,0.127,0.17,10,12.5,-40,105,0.09,0.796,12000,0.66,95,2000,UHW1J151MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1280,1152,512,962.56,MP,9450,Normal,1.49
63,180,0.131,0.106,0.16,8,20,-40,105,0.09,0.663,11000,0.66,113,2000,UHW1J181MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1580,1422,632,1188.16,MP,11340,Normal,1.66
63,180,0.131,0.106,0.115,10,16,-40,105,0.09,0.663,12000,0.47,113,1800,UHW1J181MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1200,1080,480,902.4,MP,11340,Normal,1.77
63,270,0.125,0.111,0.088,10,20,-40,105,0.09,0.442,12000,0.34,170,1400,UHW1J271MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1570,1475.8,785,1334.5,MP,17010,Normal,2.34
63,330,0.102,0.09,0.072,10,25,-40,105,0.09,0.362,12000,0.28,208,1200,UHW1J331MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1990,1870.6,995,1691.5,MP,20790,Normal,3.07
63,390,0.087,0.077,0.063,10,30.5,-40,105,0.09,0.306,12000,0.18,246,1000,UHW1J391MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2050,1927,1025,1742.5,MP,24570,Normal,3.21
63,390,0.087,0.077,0.065,12.5,20,-40,105,0.09,0.306,12000,0.18,246,1000,UHW1J391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1990,1870.6,995,1691.5,MP,24570,Normal,3.43
63,560,0.06,0.053,0.049,12.5,25,-40,105,0.09,0.213,12000,0.14,353,800,UHW1J561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2460,2312.4,1230,2091,MP,35280,Normal,4.56
63,680,0.07,0.063,0.044,12.5,30.5,-40,105,0.09,0.176,12000,0.13,428,600,UHW1J681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2760,2611.26,1652.69,2396.41,MP,42840,Normal,6.01
63,680,0.07,0.063,0.05,16,20,-40,105,0.09,0.176,12000,0.15,428,600,UHW1J681MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2380,2251.74,1425.15,2066.47,MP,42840,Normal,6.6
63,820,0.058,0.052,0.038,12.5,35.5,-40,105,0.09,0.146,12000,0.11,517,500,UHW1J821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3040,2876.17,1820.36,2639.52,MP,51660,Normal,7.06
63,820,0.058,0.052,0.047,18,20,-40,105,0.09,0.146,12000,0.14,517,400,UHW1J821MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2460,2327.43,1473.05,2135.93,MP,51660,Normal,9
63,1000,0.058,0.052,0.033,12.5,40,-40,105,0.09,0.146,12000,0.095,630,400,UHW1J102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3100,2932.93,1856.29,2691.62,MP,63000,Normal,7.57
63,1000,0.058,0.052,0.04,16,25,-40,105,0.09,0.146,12000,0.12,630,400,UHW1J102MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2890,2734.25,1730.54,2509.28,MP,63000,Normal,8.2
63,1200,0.049,0.044,0.025,16,30.5,-40,105,0.09,0.122,12000,0.072,756,300,UHW1J122MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2930,2772.1,1754.49,2544.01,MP,75600,Normal,9.6
63,1200,0.049,0.044,0.038,18,25,-40,105,0.09,0.122,12000,0.11,756,300,UHW1J122MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2930,2772.1,1754.49,2544.01,MP,75600,Normal,10.6
63,1500,0.039,0.035,0.023,16,35.5,-40,105,0.09,0.097,12000,0.066,945,300,UHW1J152MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3100,2932.93,1856.29,2691.62,MP,94500,Normal,11.8
63,1500,0.039,0.035,0.024,18,30.5,-40,105,0.09,0.097,12000,0.069,945,300,UHW1J152MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3100,2932.93,1856.29,2691.62,MP,94500,Normal,13.1
63,1800,0.032,0.029,0.021,16,40,-40,105,0.09,0.081,12000,0.06,1134,300,UHW1J182MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3510,3320.84,2101.8,3047.6,MP,113400,Normal,14.1
63,1800,0.032,0.029,0.022,18,35.5,-40,105,0.09,0.081,12000,0.063,1134,250,UHW1J182MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3510,3320.84,2101.8,3047.6,MP,113400,Normal,14.2
63,2200,0.056,0.051,0.02,18,40,-40,105,0.11,0.09,12000,0.057,1386,200,UHW1J222MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3860,3685.86,2902.26,3482.71,MP,138600,Normal,17.7
80,12,,,1.2,5,11,-40,105,0.09,9.947,8000,5.4,10,6000,UHW1K120MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,310,,,,EOL,960,Normal,0.44
80,27,,,0.46,6.3,11,-40,105,0.09,4.421,8000,2.1,22,4000,UHW1K270MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,500,,,,EOL,2160,Normal,0.59
80,47,0.502,0.406,0.29,8,11.5,-40,105,0.09,2.54,10000,1.3,38,3000,UHW1K470MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,950,855,380,714.4,MP,3760,Normal,1.19
80,68,0.347,0.281,0.2,8,15,-40,105,0.09,1.755,11000,0.9,54,2000,UHW1K680MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1230,1107,492,924.96,MP,5440,Normal,1.36
80,82,0.288,0.233,0.17,10,12.5,-40,105,0.09,1.456,12000,0.66,66,2000,UHW1K820MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1280,1152,512,962.56,MP,6560,Normal,1.49
80,100,0.236,0.191,0.16,8,20,-40,105,0.09,1.194,11000,0.66,80,2000,UHW1K101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1580,1422,632,1188.16,MP,8000,Normal,1.66
80,120,0.196,0.159,0.115,10,16,-40,105,0.09,0.995,12000,0.47,96,1800,UHW1K121MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1040,936,416,782.08,MP,9600,Normal,1.77
80,180,0.131,0.106,0.088,10,20,-40,105,0.09,0.663,12000,0.34,144,1400,UHW1K181MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1430,1287,572,1075.36,MP,14400,Normal,2.34
80,180,0.131,0.106,0.115,12.5,15,-40,105,0.09,0.663,12000,0.47,144,1200,UHW1K181MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1430,1287,572,1075.36,MP,14400,Normal,2.96
80,220,0.154,0.136,0.072,10,25,-40,105,0.09,0.543,12000,0.28,176,1200,UHW1K221MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1620,1522.8,810,1377,MP,17600,Normal,3.07
80,270,0.125,0.111,0.063,10,30.5,-40,105,0.09,0.442,12000,0.18,216,1000,UHW1K271MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1750,1645,875,1487.5,MP,21600,Normal,3.21
80,270,0.125,0.111,0.065,12.5,20,-40,105,0.09,0.442,12000,0.18,216,1000,UHW1K271MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1750,1645,875,1487.5,MP,21600,Normal,3.43
80,390,0.087,0.077,0.049,12.5,25,-40,105,0.09,0.306,12000,0.14,312,800,UHW1K391MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2210,2077.4,1105,1878.5,MP,31200,Normal,4.56
80,470,0.072,0.063,0.044,12.5,30.5,-40,105,0.09,0.254,12000,0.13,376,600,UHW1K471MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2400,2256,1200,2040,MP,37600,Normal,6.01
80,470,0.072,0.063,0.05,16,20,-40,105,0.09,0.254,12000,0.15,376,600,UHW1K471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1950,1833,975,1657.5,MP,37600,Normal,6.6
80,560,0.06,0.053,0.038,12.5,35.5,-40,105,0.09,0.213,12000,0.11,448,500,UHW1K561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2600,2444,1300,2210,MP,44800,Normal,7.06
80,560,0.06,0.053,0.047,18,20,-40,105,0.09,0.213,12000,0.14,448,400,UHW1K561MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2270,2133.8,1135,1929.5,MP,44800,Normal,9
80,680,0.07,0.063,0.033,12.5,40,-40,105,0.09,0.176,12000,0.095,544,400,UHW1K681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2860,2705.87,1712.57,2483.23,MP,54400,Normal,7.57
80,680,0.07,0.063,0.04,16,25,-40,105,0.09,0.176,12000,0.12,544,400,UHW1K681MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2430,2299.04,1455.09,2109.88,MP,54400,Normal,8.2
80,820,0.058,0.052,0.033,16,30.5,-40,105,0.09,0.146,12000,0.095,656,300,UHW1K821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2640,2497.72,1580.84,2292.22,MP,65600,Normal,9.6
80,820,0.058,0.052,0.038,18,25,-40,105,0.09,0.146,12000,0.11,656,300,UHW1K821MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2500,2365.27,1497.01,2170.66,MP,65600,Normal,10.6
80,1000,0.058,0.052,0.03,16,35.5,-40,105,0.09,0.146,12000,0.086,800,300,UHW1K102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2860,2705.87,1712.57,2483.23,MP,80000,Normal,11.8
80,1200,0.049,0.044,0.028,16,40,-40,105,0.09,0.122,12000,0.081,960,300,UHW1K122MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3510,3320.84,2101.8,3047.6,MP,96000,Normal,14.1
80,1200,0.049,0.044,0.031,18,30.5,-40,105,0.09,0.122,12000,0.09,960,300,UHW1K122MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2860,2705.87,1712.57,2483.23,MP,96000,Normal,13.1
80,1500,0.039,0.035,0.028,18,35.5,-40,105,0.09,0.097,12000,0.081,1200,250,UHW1K152MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3510,3320.84,2101.8,3047.6,MP,120000,Normal,14.2
80,1800,0.032,0.029,0.027,18,40,-40,105,0.09,0.081,12000,0.076,1440,200,UHW1K182MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3860,3651.98,2311.38,3351.5,MP,144000,Normal,17.7
100,8.2,,,1.2,5,11,-40,105,0.08,12.939,8000,5.4,8,6000,UHW2A8R2MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,310,,,,EOL,819.9999999999999,Normal,0.44
100,18,,,0.46,6.3,11,-40,105,0.08,5.895,8000,2.1,18,4000,UHW2A180MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,500,,,,EOL,1800,Normal,0.59
100,33,0.635,0.514,0.29,8,11.5,-40,105,0.08,3.215,10000,1.3,33,3000,UHW2A330MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,950,855,380,665,MP,3300,Normal,1.19
100,47,0.446,0.361,0.2,8,15,-40,105,0.08,2.258,11000,0.9,47,2000,UHW2A470MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1230,1107,492,924.96,MP,4700,Normal,1.36
100,56,0.374,0.303,0.17,10,12.5,-40,105,0.08,1.895,12000,0.66,56,2000,UHW2A560MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1280,1152,512,962.56,MP,5600,Normal,1.49
100,68,0.308,0.25,0.16,8,20,-40,105,0.08,1.56,11000,0.66,68,2000,UHW2A680MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1580,1422,632,1188.16,MP,6800,Normal,1.66
100,82,0.256,0.207,0.115,10,16,-40,105,0.08,1.294,12000,0.47,82,1800,UHW2A820MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1040,936,416,782.08,MP,8200,Normal,1.77
100,100,0.21,0.17,0.088,10,20,-40,105,0.08,1.061,12000,0.34,100,1400,UHW2A101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1430,1287,572,1075.36,MP,10000,Normal,2.34
100,100,0.21,0.17,0.115,12.5,15,-40,105,0.08,1.061,12000,0.47,100,1200,UHW2A101MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1430,1287,572,1075.36,MP,10000,Normal,2.96
100,120,0.175,0.141,0.072,10,25,-40,105,0.08,0.884,12000,0.28,120,1200,UHW2A121MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1620,1458,648,1218.24,MP,12000,Normal,3.07
100,180,0.116,0.094,0.065,12.5,20,-40,105,0.08,0.589,12000,0.18,180,1000,UHW2A181MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1750,1575,700,1316,MP,18000,Normal,3.43
100,220,0.136,0.121,0.049,12.5,25,-40,105,0.08,0.482,12000,0.14,220,800,UHW2A221MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2210,2077.4,1105,1878.5,MP,22000,Normal,4.56
100,270,0.111,0.098,0.044,12.5,30.5,-40,105,0.08,0.393,12000,0.13,270,600,UHW2A271MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2400,2256,1200,2040,MP,27000,Normal,6.01
100,270,0.111,0.098,0.05,16,20,-40,105,0.08,0.393,12000,0.15,270,600,UHW2A271MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1950,1833,975,1657.5,MP,27000,Normal,6.6
100,390,0.077,0.068,0.038,12.5,35.5,-40,105,0.08,0.272,12000,0.11,390,500,UHW2A391MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2600,2444,1300,2210,MP,39000,Normal,7.06
100,390,0.077,0.068,0.04,16,25,-40,105,0.08,0.272,12000,0.12,390,400,UHW2A391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2430,2284.2,1215,2065.5,MP,39000,Normal,8.2
100,390,0.077,0.068,0.047,18,20,-40,105,0.08,0.272,12000,0.14,390,400,UHW2A391MHD3,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2270,2133.8,1135,1929.5,MP,39000,Normal,9
100,470,0.064,0.056,0.033,12.5,40,-40,105,0.08,0.226,12000,0.095,470,400,UHW2A471MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2860,2688.4,1430,2431,MP,47000,Normal,7.57
100,470,0.064,0.056,0.038,18,25,-40,105,0.08,0.226,12000,0.11,470,300,UHW2A471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2500,2350,1250,2125,MP,47000,Normal,10.6
100,560,0.054,0.047,0.033,16,30.5,-40,105,0.08,0.189,12000,0.095,560,300,UHW2A561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2640,2481.6,1320,2244,MP,56000,Normal,9.6
100,680,0.063,0.056,0.03,16,35.5,-40,105,0.08,0.156,12000,0.086,680,300,UHW2A681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2860,2705.87,1712.57,2483.23,MP,68000,Normal,11.8
100,680,0.063,0.056,0.031,18,30.5,-40,105,0.08,0.156,12000,0.09,680,300,UHW2A681MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2860,2705.87,1712.57,2483.23,MP,68000,Normal,13.1
100,820,0.052,0.046,0.028,16,40,-40,105,0.08,0.129,12000,0.081,820,300,UHW2A821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3510,3320.84,2101.8,3047.6,MP,82000,Normal,14.1
100,820,0.052,0.046,0.028,18,35.5,-40,105,0.08,0.129,12000,0.081,820,250,UHW2A821MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3510,3320.84,2101.8,3047.6,MP,82000,Normal,14.2
100,1000,0.053,0.048,0.027,18,40,-40,105,0.08,0.133,12000,0.076,1000,200,UHW2A102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3860,3651.98,2311.38,3351.5,MP,100000,Normal,17.7
